j_name,j_code,j_url,j_big_type,j_small_type
广西民族研究,MZYA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MZYA&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e5%b9%bf%e8%a5%bf%e6%b0%91%e6%97%8f%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],民族学、人类文化学
西北民族研究,SAGA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SAGA&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e8%a5%bf%e5%8c%97%e6%b0%91%e6%97%8f%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],民族学、人类文化学
北方民族大学学报,XBDR,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=XBDR&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e5%8c%97%e6%96%b9%e6%b0%91%e6%97%8f%e5%a4%a7%e5%ad%a6%e5%ad%a6%e6%8a%a5,['综合性人文、社会科学'],民族学、人类文化学
黑龙江民族丛刊,HLMZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HLMZ&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e9%bb%91%e9%be%99%e6%b1%9f%e6%b0%91%e6%97%8f%e4%b8%9b%e5%88%8a,['综合性人文、社会科学'],民族学、人类文化学
湖北民族大学学报(哲学社会科学版),HBZA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=HBZA&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e6%b9%96%e5%8c%97%e6%b0%91%e6%97%8f%e5%a4%a7%e5%ad%a6%e5%ad%a6%e6%8a%a5(%e5%93%b2%e5%ad%a6%e7%a4%be%e4%bc%9a%e7%a7%91%e5%ad%a6%e7%89%88),['综合性人文、社会科学'],民族学、人类文化学
青海民族研究,QHMJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=QHMJ&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e9%9d%92%e6%b5%b7%e6%b0%91%e6%97%8f%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],民族学、人类文化学
西藏研究,XZYJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XZYJ&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e8%a5%bf%e8%97%8f%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],民族学、人类文化学
西北民族大学学报(哲学社会科学版),XBMZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XBMZ&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e8%a5%bf%e5%8c%97%e6%b0%91%e6%97%8f%e5%a4%a7%e5%ad%a6%e5%ad%a6%e6%8a%a5(%e5%93%b2%e5%ad%a6%e7%a4%be%e4%bc%9a%e7%a7%91%e5%ad%a6%e7%89%88),['综合性人文、社会科学'],民族学、人类文化学
西藏大学学报(社会科学版),XZDX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=XZDX&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e8%a5%bf%e8%97%8f%e5%a4%a7%e5%ad%a6%e5%ad%a6%e6%8a%a5(%e7%a4%be%e4%bc%9a%e7%a7%91%e5%ad%a6%e7%89%88),['综合性人文、社会科学'],民族学、人类文化学
青海民族大学学报(社会科学版),QHMS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=QHMS&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e9%9d%92%e6%b5%b7%e6%b0%91%e6%97%8f%e5%a4%a7%e5%ad%a6%e5%ad%a6%e6%8a%a5(%e7%a4%be%e4%bc%9a%e7%a7%91%e5%ad%a6%e7%89%88),['综合性人文、社会科学'],民族学、人类文化学
民族论坛,MZLT,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MZLT&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e6%b0%91%e6%97%8f%e8%ae%ba%e5%9d%9b,['综合性人文、社会科学'],民族学、人类文化学
民族学刊,MZXK,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MZXK&NaviLink=%e6%b0%91%e6%97%8f%e5%ad%a6%e3%80%81%e4%ba%ba%e7%b1%bb%e6%96%87%e5%8c%96%e5%ad%a6-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010010%253F%26OrderBy%3didno%7c%e6%b0%91%e6%97%8f%e5%ad%a6%e5%88%8a,['综合性人文、社会科学'],民族学、人类文化学
政治学研究,POLI,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=POLI&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e6%94%bf%e6%b2%bb%e5%ad%a6%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],中国政治(除公安管理）
马克思主义研究,STUD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=STUD&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e9%a9%ac%e5%85%8b%e6%80%9d%e4%b8%bb%e4%b9%89%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],中国政治(除公安管理）
思想理论教育导刊,GXSJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GXSJ&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e6%80%9d%e6%83%b3%e7%90%86%e8%ae%ba%e6%95%99%e8%82%b2%e5%af%bc%e5%88%8a,['综合性人文、社会科学'],中国政治(除公安管理）
中共中央党校(国家行政学院)学报,ZGXB,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGXB&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%85%b1%e4%b8%ad%e5%a4%ae%e5%85%9a%e6%a0%a1(%e5%9b%bd%e5%ae%b6%e8%a1%8c%e6%94%bf%e5%ad%a6%e9%99%a2)%e5%ad%a6%e6%8a%a5,['综合性人文、社会科学'],中国政治(除公安管理）
马克思主义与现实,MKSZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MKSZ&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e9%a9%ac%e5%85%8b%e6%80%9d%e4%b8%bb%e4%b9%89%e4%b8%8e%e7%8e%b0%e5%ae%9e,['综合性人文、社会科学'],中国政治(除公安管理）
中国特色社会主义研究,SPEC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SPEC&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e7%89%b9%e8%89%b2%e7%a4%be%e4%bc%9a%e4%b8%bb%e4%b9%89%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],中国政治(除公安管理）
社会主义研究,SHZY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SHZY&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e7%a4%be%e4%bc%9a%e4%b8%bb%e4%b9%89%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],中国政治(除公安管理）
求是,QUSI,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=QUSI&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e6%b1%82%e6%98%af,['综合性人文、社会科学'],中国政治(除公安管理）
毛泽东邓小平理论研究,MBDH,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MBDH&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%82%93%e5%b0%8f%e5%b9%b3%e7%90%86%e8%ae%ba%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],中国政治(除公安管理）
电子政务,DZZW,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DZZW&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e7%94%b5%e5%ad%90%e6%94%bf%e5%8a%a1,['综合性人文、社会科学'],中国政治(除公安管理）
探索,SUTA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SUTA&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e6%8e%a2%e7%b4%a2,['综合性人文、社会科学'],中国政治(除公安管理）
科学社会主义,KXSH,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=KXSH&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e7%a7%91%e5%ad%a6%e7%a4%be%e4%bc%9a%e4%b8%bb%e4%b9%89,['综合性人文、社会科学'],中国政治(除公安管理）
中共党史研究,ZGDS,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGDS&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%85%b1%e5%85%9a%e5%8f%b2%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],中国政治(除公安管理）
党的文献,DANG,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DANG&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e5%85%9a%e7%9a%84%e6%96%87%e7%8c%ae,['综合性人文、社会科学'],中国政治(除公安管理）
公共管理学报,GGGL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GGGL&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e5%85%ac%e5%85%b1%e7%ae%a1%e7%90%86%e5%ad%a6%e6%8a%a5,['综合性人文、社会科学'],中国政治(除公安管理）
中国行政管理,ZXGL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZXGL&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e8%a1%8c%e6%94%bf%e7%ae%a1%e7%90%86,['综合性人文、社会科学'],中国政治(除公安管理）
公共行政评论,GGXZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=GGXZ&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e5%85%ac%e5%85%b1%e8%a1%8c%e6%94%bf%e8%af%84%e8%ae%ba,['综合性人文、社会科学'],中国政治(除公安管理）
开放时代,KFSD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=KFSD&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e5%bc%80%e6%94%be%e6%97%b6%e4%bb%a3,['综合性人文、社会科学'],中国政治(除公安管理）
中国青年研究,ZGQL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ZGQL&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e4%b8%ad%e5%9b%bd%e9%9d%92%e5%b9%b4%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],中国政治(除公安管理）
天津行政学院学报,TJXZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=TJXZ&NaviLink=%e4%b8%ad%e5%9b%bd%e6%94%bf%e6%b2%bb(%e9%99%a4%e5%85%ac%e5%ae%89%e7%ae%a1%e7%90%86%ef%bc%89-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010011%253F%26OrderBy%3didno%7c%e5%a4%a9%e6%b4%a5%e8%a1%8c%e6%94%bf%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5,['综合性人文、社会科学'],中国政治(除公安管理）
世界经济与政治,SJJZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=SJJZ&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e4%b8%96%e7%95%8c%e7%bb%8f%e6%b5%8e%e4%b8%8e%e6%94%bf%e6%b2%bb,['综合性人文、社会科学'],国际政治
当代亚太,DDYT,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DDYT&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%bd%93%e4%bb%a3%e4%ba%9a%e5%a4%aa,['综合性人文、社会科学'],国际政治
东北亚论坛,DBYL,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DBYL&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e4%b8%9c%e5%8c%97%e4%ba%9a%e8%ae%ba%e5%9d%9b,['综合性人文、社会科学'],国际政治
现代国际关系,XDGG,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=XDGG&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e7%8e%b0%e4%bb%a3%e5%9b%bd%e9%99%85%e5%85%b3%e7%b3%bb,['综合性人文、社会科学'],国际政治
国际观察,GJGC,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GJGC&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%9b%bd%e9%99%85%e8%a7%82%e5%af%9f,['综合性人文、社会科学'],国际政治
美国研究,MGYJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=MGYJ&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e7%be%8e%e5%9b%bd%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],国际政治
外交评论(外交学院学报),WJXY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=WJXY&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%a4%96%e4%ba%a4%e8%af%84%e8%ae%ba(%e5%a4%96%e4%ba%a4%e5%ad%a6%e9%99%a2%e5%ad%a6%e6%8a%a5),['综合性人文、社会科学'],国际政治
国际论坛,GJLT,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GJLT&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%9b%bd%e9%99%85%e8%ae%ba%e5%9d%9b,['综合性人文、社会科学'],国际政治
当代世界与社会主义,DDSJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=DDSJ&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%bd%93%e4%bb%a3%e4%b8%96%e7%95%8c%e4%b8%8e%e7%a4%be%e4%bc%9a%e4%b8%bb%e4%b9%89,['综合性人文、社会科学'],国际政治
欧洲研究,OZZZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=OZZZ&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e6%ac%a7%e6%b4%b2%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],国际政治
西亚非洲,XYFZ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=XYFZ&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e8%a5%bf%e4%ba%9a%e9%9d%9e%e6%b4%b2,['综合性人文、社会科学'],国际政治
国外理论动态,GWLD,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GWLD&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%9b%bd%e5%a4%96%e7%90%86%e8%ae%ba%e5%8a%a8%e6%80%81,['综合性人文、社会科学'],国际政治
国际问题研究,GJWY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GJWY&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%9b%bd%e9%99%85%e9%97%ae%e9%a2%98%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],国际政治
国际政治研究,GJZY,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=GJZY&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],国际政治
阿拉伯世界研究,ALBJ,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=ALBJ&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e9%98%bf%e6%8b%89%e4%bc%af%e4%b8%96%e7%95%8c%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],国际政治
太平洋学报,TPYX,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=59&BaseID=TPYX&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%a4%aa%e5%b9%b3%e6%b4%8b%e5%ad%a6%e6%8a%a5,['综合性人文、社会科学'],国际政治
南亚研究,LAYA,https://epub.cnki.net/kns/oldnavi/n_item.aspx?NaviID=31&BaseID=LAYA&NaviLink=%e5%9b%bd%e9%99%85%e6%94%bf%e6%b2%bb-%2fkns%2foldnavi%2fn_list.aspx%3fNaviID%3d31%26Field%3dhx_sort%26Value%3d00010012%253F%26OrderBy%3didno%7c%e5%8d%97%e4%ba%9a%e7%a0%94%e7%a9%b6,['综合性人文、社会科学'],国际政治
